First name,Middle name,Surname,ORCID iD,Project Name,Project URL,Conceptualization,Data curation,Formal analysis,Funding acquisition,Investigation,Methodology,Project administration,Resources,Software,Supervision,Validation,Visualization,Translation,Writing - original draft,Writing - review & editing,Project Managers,Project Coordinators
Danka,,Purić,0000-0001-5126-3781,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Yin,,Wang,0000-0002-3444-000X,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Mirela ,,Zaneva,0000-0003-3569-931X,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Felipe,,Vilanova,0000-0002-2516-9975,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Iris,,Žeželj,0000-0002-9527-1406,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Obrad,,Vučkovac,0000-0001-5616-2680,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Saida,,Heshmati,https://orcid.org/0000-0003-4002-128X,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Pooja,,Kulkarni,0000-0002-9114-9323,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Nadia ,Saraí,Corral-Frías,https://orcid.org/0000-0002-1934-0043,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Juan  ,Diego,García-Castro,0000-0002-9662-6547,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Shubham ,,Pandey,0000-0002-5591-8551,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Jamal ,,Amani Rad,0000-0002-7322-7412,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Thipparapu,,Rajesh,https://orcid.org/0000-0001-5218-8015,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Bita ,,Vahdani,0000-0002-5727-8359,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Saad,,Almajed,0009-0001-1464-4750,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Amna,,Ben Amara,,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Leher ,,Singh,,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Ali,H.,Al-Hoorie,https://orcid.org/0000-0003-3810-5978,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Marcelo ,Camargo,Batistuzzo,0000-0003-1347-8241,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Daniel,,Fatori,,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Frankie,T. K.,Fong,https://orcid.org/0000-0002-6135-1379,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Zahra,,Khorami,0000-0003-2946-6456,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Joseph,,Almazan,0000-0001-5148-6889,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Biljana,,Gjoneska,https://orcid.org/0000-0003-1200-6672,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Meng,,Liu,0000-0001-8323-2699,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,False,True,False,False,False,False,False,False,False,,False,True,,
Flavio,,Azevedo,0000-0001-9000-8513,Open Science in Developing Countries,https://forrt.org/os-developing-world/,False,False,False,True,True,False,True,False,False,True,False,True,,True,True,,
Sam,,Parsons,0000-0002-7048-4093,FORRT's Curated Resources,https://forrt.org/resources/,True,False,False,False,False,False,False,False,False,True,False,False,,False,False,,
Flavio ,,Azevedo,0000-0001-9000-8513,FORRT's Curated Resources,https://forrt.org/resources/,True,False,False,True,False,False,False,False,False,False,False,False,,False,False,,
Mahmoud,M,Elsherif,0000-0002-0540-3998,FORRT's Curated Resources,https://forrt.org/resources/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Crystal,N.,Steltenpohl,0000-0001-5049-9354,FORRT's Curated Resources,https://forrt.org/resources/,True,False,False,True,False,False,True,True,False,False,False,False,,False,False,,
Katie,,Corker,https://orcid.org/0000-0002-7971-1678,FORRT's Curated Resources,https://forrt.org/resources/,False,False,False,False,False,False,True,True,False,False,False,False,,False,False,,
Madelief,,van der Velden,0009-0000-1007-6517,FORRT's Curated Resources,https://forrt.org/resources/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,,
Robin,R.,Hoekstra,0009-0009-9744-0320,FORRT's Curated Resources,https://forrt.org/resources/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,,
Nina,R.,Schwarzbach,https://orcid.org/0000-0002-0129-0340,FORRT's Curated Resources,https://forrt.org/resources/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,,
Rink,,Hoekstra,0000-0002-1588-7527,FORRT's Curated Resources,https://forrt.org/resources/,False,False,False,True,False,False,False,True,False,False,False,False,,False,False,,
Michiel,,van der Ree,,FORRT's Curated Resources,https://forrt.org/resources/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,,
Vera ,,Heininga,0000-0003-0889-8524,FORRT's Curated Resources,https://forrt.org/resources/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,,
Antonia,,Krasteva,0009-0006-8034-0401,FORRT's Curated Resources,https://forrt.org/resources/,False,False,False,False,False,False,False,True,False,False,False,False,,False,False,,
Flavio,A,Azevedo,0000-0001-9000-8513,Adopting Principled Education,https://forrt.org/adopting/,True,True,False,False,False,False,True,True,False,True,False,False,,True,True,,
Sam,,Parsons,0000-0002-7048-4093,Adopting Principled Education,https://forrt.org/adopting/,True,True,False,False,False,False,False,True,False,False,False,False,,True,True,,
Thomas,Rhys,Evans,0000-0002-6670-0718,Adopting Principled Education,https://forrt.org/adopting/,False,True,False,False,False,False,False,True,False,False,False,False,,True,True,,
Roksana,,Sobolak,0009-0001-9534-6439,Adopting Principled Education,https://forrt.org/adopting/,False,True,False,False,False,False,False,True,False,False,False,False,,False,True,,
Magda,,Skubera,0000-0002-0301-1368,Adopting Principled Education,https://forrt.org/adopting/,False,True,False,False,False,False,False,True,False,False,False,False,,False,True,,
Mahmoud,M ,Elsherif,0000-0002-0540-3998,Adopting Principled Education,https://forrt.org/adopting/,False,True,False,False,False,False,False,True,False,False,False,False,,False,True,,
Leticia,,Micheli,0000-0003-0066-8222,Adopting Principled Education,https://forrt.org/adopting/,False,True,False,False,False,False,False,True,False,False,False,False,,False,True,,
Martin ,R,Vasilev,0000-0003-1944-8828,Adopting Principled Education,https://forrt.org/adopting/,False,True,False,False,False,False,False,True,False,False,False,False,,False,True,,
Crystal,N.,Steltenpohl,0000-0001-5049-9354,Adopting Principled Education,https://forrt.org/adopting/,True,True,False,False,False,False,False,True,False,False,False,False,,False,True,,
Antonia,,Krasteva,0009-0006-8034-0401,Adopting Principled Education,https://forrt.org/adopting/,False,True,False,False,False,False,False,True,False,False,False,False,,True,False,,
John,J,Shaw,0000-0003-3190-6772,Adopting Principled Education,https://forrt.org/adopting/,False,True,False,False,False,False,False,True,False,True,False,False,,False,False,,
Lukas,,Röseler,0000-0002-6446-1901,Adopting Principled Education,https://forrt.org/adopting/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Panos ,,Vasilikos,0009-0005-6609-5924,Adopting Principled Education,https://forrt.org/adopting/,False,True,False,False,False,False,False,True,False,False,False,False,,False,True,,
Emily,,Friedel,0009-0001-0917-5398,Adopting Principled Education,https://forrt.org/adopting/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Barbara,,Sinicic,,Adopting Principled Education,https://forrt.org/adopting/,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,,
Madeleine,,Pownall,0000-0002-3734-8006,FORRT Lesson Plans,https://forrt.org/lesson-plans/,True,True,False,False,True,False,True,True,False,True,False,False,,True,True,,
Flavio ,,Azevedo,0000-0001-9000-8513,FORRT Lesson Plans,https://forrt.org/lesson-plans/,True,True,False,False,True,False,True,True,False,True,False,False,,True,True,,
Alaa,,Aldoh,0000-0003-1988-0661,FORRT Lesson Plans,https://forrt.org/lesson-plans/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Mahmoud,,Elsherif,0000-0002-0540-3998,FORRT Lesson Plans,https://forrt.org/lesson-plans/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Martin,R,Vasilev,0000-0003-1944-8828,FORRT Lesson Plans,https://forrt.org/lesson-plans/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Charlotte,R,Pennington,0000-0002-5259-642X,FORRT Lesson Plans,https://forrt.org/lesson-plans/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Olly,M,Robertson,0000-0002-7333-0903,FORRT Lesson Plans,https://forrt.org/lesson-plans/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Myrthe,,Vel Tromp,0000-0002-2076-5348,FORRT Lesson Plans,https://forrt.org/lesson-plans/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Meng,,Liu,0000-0001-8323-2699,FORRT Lesson Plans,https://forrt.org/lesson-plans/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Matthew,C,Makel,0000-0002-3837-0088,FORRT Lesson Plans,https://forrt.org/lesson-plans/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Natasha,,Tonge,,FORRT Lesson Plans,https://forrt.org/lesson-plans/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
David,,Moreau,0000-0002-1957-1941,FORRT Lesson Plans,https://forrt.org/lesson-plans/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Ruth,,Horry,,FORRT Lesson Plans,https://forrt.org/lesson-plans/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
John,J,Shaw,0000-0003-3190-6772,FORRT Lesson Plans,https://forrt.org/lesson-plans/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Loukia,,Tzavella,0000-0002-1463-9396,FORRT Lesson Plans,https://forrt.org/lesson-plans/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Ronan,,McGarrigle,0000-0003-1704-1135,FORRT Lesson Plans,https://forrt.org/lesson-plans/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
Catherine,,Talbot,,FORRT Lesson Plans,https://forrt.org/lesson-plans/,False,False,False,False,False,False,False,True,False,False,False,False,,False,True,,
